===== [2026年 08月 27日 星期四 15:17:14 CST] baseline 开始 =====
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
 Loading weights:   0%|          | 0/617 [00:00<?, ?it/s] Loading weights:  38%|███▊      | 233/617 [00:00<00:00, 2328.51it/s] Loading weights:  78%|███████▊  | 483/617 [00:00<00:00, 2426.21it/s] Loading weights: 100%|██████████| 617/617 [00:00<00:00, 2587.05it/s]
[2026-08-27 15:17:28,397][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-08-27 15:17:28,562][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/api/resolve-cache/datasets/lmms-lab-encoder/MMBench/56ba1af8954932c4804bd3f522e05ed96e63b654/README.md "HTTP/1.1 200 OK"
[2026-08-27 15:17:28,877][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/MMBench.py "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:28,878][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:29,650][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/lmms-lab-encoder/MMBench/lmms-lab-encoder/MMBench.py "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:30,990][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/revision/56ba1af8954932c4804bd3f522e05ed96e63b654 "HTTP/1.1 200 OK"
[2026-08-27 15:17:31,254][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:32,515][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cc?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:32,931][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:33,502][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:33,891][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cn?recursive=true&expand=false "HTTP/1.1 200 OK"
Model: /home/jxy/TTL/Qwen3.5-2B
Strategy: none (online.enabled=False), backend=hf, enable_thinking=False
Dataset: lmms-lab-encoder/MMBench cn dev, n=4329
[2026-08-27 16:41:49,100][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1401 path=outputs/online_tta/online_tta_adapters/tta_v1401
[2026-08-27 16:41:50,906][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1402 path=outputs/online_tta/online_tta_adapters/tta_v1402
[2026-08-27 16:41:52,553][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1403 path=outputs/online_tta/online_tta_adapters/tta_v1403
[2026-08-27 16:41:54,317][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1404 path=outputs/online_tta/online_tta_adapters/tta_v1404
[2026-08-27 16:41:56,037][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1405 path=outputs/online_tta/online_tta_adapters/tta_v1405
[2026-08-27 16:41:57,792][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1406 path=outputs/online_tta/online_tta_adapters/tta_v1406
[2026-08-27 16:41:59,440][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1407 path=outputs/online_tta/online_tta_adapters/tta_v1407
[2026-08-27 16:42:01,192][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1408 path=outputs/online_tta/online_tta_adapters/tta_v1408
[2026-08-27 16:42:02,924][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1409 path=outputs/online_tta/online_tta_adapters/tta_v1409
[2026-08-27 16:42:04,658][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1410 path=outputs/online_tta/online_tta_adapters/tta_v1410
[2026-08-27 16:42:06,311][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1411 path=outputs/online_tta/online_tta_adapters/tta_v1411
[2026-08-27 16:42:07,990][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1412 path=outputs/online_tta/online_tta_adapters/tta_v1412
[2026-08-27 16:42:09,637][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1413 path=outputs/online_tta/online_tta_adapters/tta_v1413
[2026-08-27 16:42:11,353][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1414 path=outputs/online_tta/online_tta_adapters/tta_v1414
[2026-08-27 16:42:13,075][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1415 path=outputs/online_tta/online_tta_adapters/tta_v1415
[2026-08-27 16:42:14,874][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1416 path=outputs/online_tta/online_tta_adapters/tta_v1416
[2026-08-27 16:42:16,603][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1417 path=outputs/online_tta/online_tta_adapters/tta_v1417
[2026-08-27 16:42:18,334][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1418 path=outputs/online_tta/online_tta_adapters/tta_v1418
[2026-08-27 16:42:20,004][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1419 path=outputs/online_tta/online_tta_adapters/tta_v1419
[2026-08-27 16:42:21,673][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1420 path=outputs/online_tta/online_tta_adapters/tta_v1420
[1420/4329] acc=0.6359 pred=D gold=C loss=1.2576319932122715e-05 (1.7s/sample)
[2026-08-27 16:42:23,389][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1421 path=outputs/online_tta/online_tta_adapters/tta_v1421
[2026-08-27 16:42:25,136][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1422 path=outputs/online_tta/online_tta_adapters/tta_v1422
[2026-08-27 16:42:27,003][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1423 path=outputs/online_tta/online_tta_adapters/tta_v1423
[2026-08-27 16:42:28,727][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1424 path=outputs/online_tta/online_tta_adapters/tta_v1424
[2026-08-27 16:42:30,468][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1425 path=outputs/online_tta/online_tta_adapters/tta_v1425
[2026-08-27 16:42:32,148][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1426 path=outputs/online_tta/online_tta_adapters/tta_v1426
[2026-08-27 16:42:33,886][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1427 path=outputs/online_tta/online_tta_adapters/tta_v1427
[2026-08-27 16:42:35,626][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1428 path=outputs/online_tta/online_tta_adapters/tta_v1428
[2026-08-27 16:42:37,385][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1429 path=outputs/online_tta/online_tta_adapters/tta_v1429
[2026-08-27 16:42:39,146][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1430 path=outputs/online_tta/online_tta_adapters/tta_v1430
[2026-08-27 16:42:40,872][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1431 path=outputs/online_tta/online_tta_adapters/tta_v1431
[2026-08-27 16:42:42,639][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1432 path=outputs/online_tta/online_tta_adapters/tta_v1432
[2026-08-27 16:42:44,409][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1433 path=outputs/online_tta/online_tta_adapters/tta_v1433
[2026-08-27 16:42:46,196][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1434 path=outputs/online_tta/online_tta_adapters/tta_v1434
[2026-08-27 16:42:48,005][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1435 path=outputs/online_tta/online_tta_adapters/tta_v1435
[2026-08-27 16:42:49,745][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1436 path=outputs/online_tta/online_tta_adapters/tta_v1436
[2026-08-27 16:42:51,488][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1437 path=outputs/online_tta/online_tta_adapters/tta_v1437
[2026-08-27 16:42:53,230][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1438 path=outputs/online_tta/online_tta_adapters/tta_v1438
[2026-08-27 16:42:55,003][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1439 path=outputs/online_tta/online_tta_adapters/tta_v1439
[2026-08-27 16:42:56,755][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1440 path=outputs/online_tta/online_tta_adapters/tta_v1440
[1440/4329] acc=0.6285 pred=D gold=A loss=1.0260617273161188e-05 (1.7s/sample)
[2026-08-27 16:42:58,516][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1441 path=outputs/online_tta/online_tta_adapters/tta_v1441
[2026-08-27 16:43:00,190][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1442 path=outputs/online_tta/online_tta_adapters/tta_v1442
[2026-08-27 16:43:01,881][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1443 path=outputs/online_tta/online_tta_adapters/tta_v1443
[2026-08-27 16:43:03,563][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1444 path=outputs/online_tta/online_tta_adapters/tta_v1444
[2026-08-27 16:43:05,379][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1445 path=outputs/online_tta/online_tta_adapters/tta_v1445
[2026-08-27 16:43:07,106][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1446 path=outputs/online_tta/online_tta_adapters/tta_v1446
[2026-08-27 16:43:08,861][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1447 path=outputs/online_tta/online_tta_adapters/tta_v1447
[2026-08-27 16:43:10,589][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1448 path=outputs/online_tta/online_tta_adapters/tta_v1448
[2026-08-27 16:43:12,305][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1449 path=outputs/online_tta/online_tta_adapters/tta_v1449
[2026-08-27 16:43:14,022][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1450 path=outputs/online_tta/online_tta_adapters/tta_v1450
[2026-08-27 16:43:15,739][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1451 path=outputs/online_tta/online_tta_adapters/tta_v1451
[2026-08-27 16:43:17,419][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1452 path=outputs/online_tta/online_tta_adapters/tta_v1452
[2026-08-27 16:43:19,148][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1453 path=outputs/online_tta/online_tta_adapters/tta_v1453
[2026-08-27 16:43:20,712][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1454 path=outputs/online_tta/online_tta_adapters/tta_v1454
[2026-08-27 16:43:22,385][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1455 path=outputs/online_tta/online_tta_adapters/tta_v1455
[2026-08-27 16:43:24,106][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1456 path=outputs/online_tta/online_tta_adapters/tta_v1456
[2026-08-27 16:43:25,824][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1457 path=outputs/online_tta/online_tta_adapters/tta_v1457
[2026-08-27 16:43:27,557][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1458 path=outputs/online_tta/online_tta_adapters/tta_v1458
[2026-08-27 16:43:29,282][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1459 path=outputs/online_tta/online_tta_adapters/tta_v1459
[2026-08-27 16:43:31,054][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1460 path=outputs/online_tta/online_tta_adapters/tta_v1460
[1460/4329] acc=0.6253 pred=D gold=D loss=8.609305041318294e-06 (1.7s/sample)
[2026-08-27 16:43:32,769][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1461 path=outputs/online_tta/online_tta_adapters/tta_v1461
[2026-08-27 16:43:34,482][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1462 path=outputs/online_tta/online_tta_adapters/tta_v1462
[2026-08-27 16:43:36,225][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1463 path=outputs/online_tta/online_tta_adapters/tta_v1463
[2026-08-27 16:43:37,918][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1464 path=outputs/online_tta/online_tta_adapters/tta_v1464
[2026-08-27 16:43:39,673][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1465 path=outputs/online_tta/online_tta_adapters/tta_v1465
[2026-08-27 16:43:41,408][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1466 path=outputs/online_tta/online_tta_adapters/tta_v1466
[2026-08-27 16:43:43,136][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1467 path=outputs/online_tta/online_tta_adapters/tta_v1467
[2026-08-27 16:43:44,938][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1468 path=outputs/online_tta/online_tta_adapters/tta_v1468
[2026-08-27 16:43:46,698][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1469 path=outputs/online_tta/online_tta_adapters/tta_v1469
[2026-08-27 16:43:48,402][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1470 path=outputs/online_tta/online_tta_adapters/tta_v1470
[2026-08-27 16:43:50,132][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1471 path=outputs/online_tta/online_tta_adapters/tta_v1471
[2026-08-27 16:43:51,884][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1472 path=outputs/online_tta/online_tta_adapters/tta_v1472
[2026-08-27 16:43:53,696][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1473 path=outputs/online_tta/online_tta_adapters/tta_v1473
[2026-08-27 16:43:55,445][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1474 path=outputs/online_tta/online_tta_adapters/tta_v1474
[2026-08-27 16:43:57,209][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1475 path=outputs/online_tta/online_tta_adapters/tta_v1475
[2026-08-27 16:43:58,940][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1476 path=outputs/online_tta/online_tta_adapters/tta_v1476
[2026-08-27 16:44:00,658][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1477 path=outputs/online_tta/online_tta_adapters/tta_v1477
[2026-08-27 16:44:02,379][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1478 path=outputs/online_tta/online_tta_adapters/tta_v1478
[2026-08-27 16:44:04,084][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1479 path=outputs/online_tta/online_tta_adapters/tta_v1479
[2026-08-27 16:44:05,832][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1480 path=outputs/online_tta/online_tta_adapters/tta_v1480
[1480/4329] acc=0.6203 pred=D gold=B loss=7.28055101717473e-06 (1.7s/sample)
[2026-08-27 16:44:07,636][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1481 path=outputs/online_tta/online_tta_adapters/tta_v1481
[2026-08-27 16:44:09,398][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1482 path=outputs/online_tta/online_tta_adapters/tta_v1482
[2026-08-27 16:44:11,148][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1483 path=outputs/online_tta/online_tta_adapters/tta_v1483
[2026-08-27 16:44:12,945][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1484 path=outputs/online_tta/online_tta_adapters/tta_v1484
[2026-08-27 16:44:14,713][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1485 path=outputs/online_tta/online_tta_adapters/tta_v1485
[2026-08-27 16:44:16,464][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1486 path=outputs/online_tta/online_tta_adapters/tta_v1486
[2026-08-27 16:44:18,228][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1487 path=outputs/online_tta/online_tta_adapters/tta_v1487
[2026-08-27 16:44:20,024][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1488 path=outputs/online_tta/online_tta_adapters/tta_v1488
[2026-08-27 16:44:21,763][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1489 path=outputs/online_tta/online_tta_adapters/tta_v1489
[2026-08-27 16:44:23,485][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1490 path=outputs/online_tta/online_tta_adapters/tta_v1490
[2026-08-27 16:44:25,238][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1491 path=outputs/online_tta/online_tta_adapters/tta_v1491
[2026-08-27 16:44:27,097][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1492 path=outputs/online_tta/online_tta_adapters/tta_v1492
[2026-08-27 16:44:28,895][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1493 path=outputs/online_tta/online_tta_adapters/tta_v1493
[2026-08-27 16:44:30,602][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1494 path=outputs/online_tta/online_tta_adapters/tta_v1494
[2026-08-27 16:44:32,338][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1495 path=outputs/online_tta/online_tta_adapters/tta_v1495
[2026-08-27 16:44:34,035][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1496 path=outputs/online_tta/online_tta_adapters/tta_v1496
[2026-08-27 16:44:35,786][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1497 path=outputs/online_tta/online_tta_adapters/tta_v1497
[2026-08-27 16:44:37,579][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1498 path=outputs/online_tta/online_tta_adapters/tta_v1498
[2026-08-27 16:44:39,414][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1499 path=outputs/online_tta/online_tta_adapters/tta_v1499
[2026-08-27 16:44:41,161][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1500 path=outputs/online_tta/online_tta_adapters/tta_v1500
[1500/4329] acc=0.6140 pred=D gold=B loss=1.5109382729860954e-05 (1.7s/sample)
[2026-08-27 16:44:42,944][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1501 path=outputs/online_tta/online_tta_adapters/tta_v1501
[2026-08-27 16:44:44,687][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1502 path=outputs/online_tta/online_tta_adapters/tta_v1502
[2026-08-27 16:44:46,439][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1503 path=outputs/online_tta/online_tta_adapters/tta_v1503
[2026-08-27 16:44:48,211][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1504 path=outputs/online_tta/online_tta_adapters/tta_v1504
[2026-08-27 16:44:49,962][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1505 path=outputs/online_tta/online_tta_adapters/tta_v1505
[2026-08-27 16:44:51,707][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1506 path=outputs/online_tta/online_tta_adapters/tta_v1506
[2026-08-27 16:44:53,465][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1507 path=outputs/online_tta/online_tta_adapters/tta_v1507
[2026-08-27 16:44:55,300][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1508 path=outputs/online_tta/online_tta_adapters/tta_v1508
[2026-08-27 16:44:57,081][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1509 path=outputs/online_tta/online_tta_adapters/tta_v1509
[2026-08-27 16:44:58,775][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1510 path=outputs/online_tta/online_tta_adapters/tta_v1510
[2026-08-27 16:45:00,451][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1511 path=outputs/online_tta/online_tta_adapters/tta_v1511
[2026-08-27 16:45:02,156][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1512 path=outputs/online_tta/online_tta_adapters/tta_v1512
[2026-08-27 16:45:03,854][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1513 path=outputs/online_tta/online_tta_adapters/tta_v1513
[2026-08-27 16:45:05,446][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1514 path=outputs/online_tta/online_tta_adapters/tta_v1514
[2026-08-27 16:45:07,121][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1515 path=outputs/online_tta/online_tta_adapters/tta_v1515
[2026-08-27 16:45:08,729][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1516 path=outputs/online_tta/online_tta_adapters/tta_v1516
[2026-08-27 16:45:10,436][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1517 path=outputs/online_tta/online_tta_adapters/tta_v1517
[2026-08-27 16:45:12,150][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1518 path=outputs/online_tta/online_tta_adapters/tta_v1518
[2026-08-27 16:45:13,867][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1519 path=outputs/online_tta/online_tta_adapters/tta_v1519
[2026-08-27 16:45:15,591][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1520 path=outputs/online_tta/online_tta_adapters/tta_v1520
[1520/4329] acc=0.6086 pred=D gold=B loss=8.356838407053147e-06 (1.7s/sample)
[2026-08-27 16:45:17,319][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1521 path=outputs/online_tta/online_tta_adapters/tta_v1521
[2026-08-27 16:45:19,009][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1522 path=outputs/online_tta/online_tta_adapters/tta_v1522
[2026-08-27 16:45:20,658][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1523 path=outputs/online_tta/online_tta_adapters/tta_v1523
[2026-08-27 16:45:22,372][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1524 path=outputs/online_tta/online_tta_adapters/tta_v1524
[2026-08-27 16:45:24,099][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1525 path=outputs/online_tta/online_tta_adapters/tta_v1525
[2026-08-27 16:45:25,858][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1526 path=outputs/online_tta/online_tta_adapters/tta_v1526
[2026-08-27 16:45:27,531][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1527 path=outputs/online_tta/online_tta_adapters/tta_v1527
[2026-08-27 16:45:29,266][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1528 path=outputs/online_tta/online_tta_adapters/tta_v1528
[2026-08-27 16:45:30,979][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1529 path=outputs/online_tta/online_tta_adapters/tta_v1529
[2026-08-27 16:45:32,712][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1530 path=outputs/online_tta/online_tta_adapters/tta_v1530
[2026-08-27 16:45:34,453][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1531 path=outputs/online_tta/online_tta_adapters/tta_v1531
[2026-08-27 16:45:36,225][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1532 path=outputs/online_tta/online_tta_adapters/tta_v1532
[2026-08-27 16:45:38,009][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1533 path=outputs/online_tta/online_tta_adapters/tta_v1533
[2026-08-27 16:45:39,774][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1534 path=outputs/online_tta/online_tta_adapters/tta_v1534
[2026-08-27 16:45:41,773][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1535 path=outputs/online_tta/online_tta_adapters/tta_v1535
[2026-08-27 16:45:43,752][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1536 path=outputs/online_tta/online_tta_adapters/tta_v1536
[2026-08-27 16:45:45,737][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1537 path=outputs/online_tta/online_tta_adapters/tta_v1537
[2026-08-27 16:45:47,402][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1538 path=outputs/online_tta/online_tta_adapters/tta_v1538
[2026-08-27 16:45:48,983][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1539 path=outputs/online_tta/online_tta_adapters/tta_v1539
[2026-08-27 16:45:50,707][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1540 path=outputs/online_tta/online_tta_adapters/tta_v1540
[1540/4329] acc=0.6026 pred=D gold=C loss=7.601306606375147e-06 (1.7s/sample)
[2026-08-27 16:45:52,389][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1541 path=outputs/online_tta/online_tta_adapters/tta_v1541
